id,created,status,title,PI_name,FundingType,Application,HoursLogged,DaysOpen
69,7/16/2014 9:34,Closed,Project 542,Mollie Chang,NA,BioMS,24.84574245,6.127605941
70,7/16/2014 9:34,Closed,Project 543,Mollie Chang,NA,BioMS,8.577704968,5.68399055
71,7/16/2014 10:30,In Progress,Project 544,Mollie Chang,NA,BioMS,11.73410944,6.005812387
72,7/16/2014 12:20,Closed,Project 545,Mollie Chang,NA,BioMS,38.86784565,9.241898594
73,7/16/2014 12:30,Closed,Project 546,Mollie Chang,NA,BioMS,15.83486496,6.924408566
74,7/16/2014 13:00,Closed,Project 547,Mollie Chang,NA,BioMS,13.54286941,5.464245721
75,7/16/2014 13:04,Closed,Project 548,Mollie Chang,NA,BioMS,23.32685326,9.200879753
76,7/16/2014 15:14,Closed,Project 549,Mollie Chang,NA,BioMS,21.29345251,7.619797006
77,7/16/2014 16:28,Closed,Project 550,Mollie Chang,NA,BioMS,2.434246763,5.040593795
78,7/17/2014 9:46,Closed,Project 551,Mollie Chang,NA,BioMS,22.65020439,8.163424549
79,7/17/2014 10:38,Closed,Project 552,Mollie Chang,NA,BioMS,0.475466402,5.652593912
80,7/17/2014 11:36,Closed,Project 553,Mollie Chang,NA,BioMS,16.18706455,6.267824335
81,7/17/2014 11:44,Closed,Project 554,Mollie Chang,NA,BioMS,20.56237811,6.925526018
82,7/17/2014 13:26,Closed,Project 555,Mollie Chang,NA,BioMS,8.290054113,5.394067146
83,7/17/2014 13:29,Closed,Project 556,Mollie Chang,NA,BioMS,16.11513898,8.303605402
84,7/17/2014 13:35,Closed,Project 557,Mollie Chang,NA,BioMS,16.43991446,8.899234213
85,7/17/2014 15:02,Closed,Project 558,Mollie Chang,NA,BioMS,3.335084329,5.181605257
86,7/17/2014 15:46,Closed,Project 559,Mollie Chang,NA,BioMS,33.83716769,6.811234916
87,7/17/2014 16:18,Closed,Project 560,Mollie Chang,NA,BioMS,19.70887084,8.550205592
88,7/18/2014 8:50,Closed,Project 561,Mollie Chang,NA,BioMS,14.7587218,4.707486774
89,7/18/2014 8:52,Closed,Project 562,Mollie Chang,JIT,BioMS,21.16323632,6.680536932
90,7/18/2014 9:01,Closed,Project 563,Mollie Chang,JIT,BioMS,11.25350277,6.890787846
91,7/18/2014 12:34,Closed,Project 564,Mollie Chang,JIT,BioMS,14.15261374,5.960100686
92,7/18/2014 12:44,Closed,Project 565,Mollie Chang,JIT,BioMS,5.557285675,3.977960219
93,7/18/2014 14:04,Closed,Project 566,Mollie Chang,JIT,BioMS,20.35307382,8.13149795
94,7/21/2014 9:36,Closed,Project 567,Mollie Chang,JIT,BioMS,8.729549378,4.833378235
95,7/21/2014 11:42,Closed,Project 568,Mollie Chang,JIT,BioMS,16.11266892,8.351985209
96,7/21/2014 12:50,Closed,Project 569,Mollie Chang,JIT,BioMS,22.3919,8.591048791
97,7/21/2014 13:02,Closed,Project 570,Mollie Chang,JIT,BioMS,5.368050205,5.288039902
98,7/21/2014 16:43,Closed,Project 571,Mollie Chang,JIT,BioMS,4.694842088,4.724692413
99,7/22/2014 9:43,Closed,Project 572,Mollie Chang,JIT,BioMS,21.47957354,7.92274111
100,7/22/2014 9:48,Resolved,Project 573,Mollie Chang,JIT,BioMS,23.09098915,6.43106858
101,7/22/2014 9:55,Closed,Project 574,Mollie Chang,JIT,BioMS,3.673735211,5.502294941
102,7/22/2014 11:00,Closed,Project 575,Mollie Chang,JIT,BioMS,9.612510069,4.988054012
103,7/22/2014 13:30,Closed,Project 576,Mollie Chang,JIT,BioMS,18.09052583,7.10905721
104,7/22/2014 13:54,Closed,Project 577,Mollie Chang,JIT,BioMS,23.00023847,7.378349334
105,7/22/2014 14:36,Closed,Project 578,Mollie Chang,JIT,BioMS,24.16029661,8.176152386
106,7/23/2014 8:30,Closed,Project 579,Mollie Chang,JIT,BioMS,21.90983113,5.953888425
107,7/23/2014 8:57,Closed,Project 580,Mollie Chang,JIT,BioMS,30.6099028,8.91406889
108,7/23/2014 11:06,Closed,Project 581,Mollie Chang,JIT,BioMS,29.74535896,9.047438768
109,7/23/2014 12:14,Closed,Project 582,Mollie Chang,JIT,BioMS,6.95285703,5.635251448
110,7/23/2014 12:36,Closed,Project 583,Mollie Chang,JIT,BioMS,37.7786805,9.252435594
111,7/23/2014 14:52,Closed,Project 584,Mollie Chang,JIT,BioMS,14.74057222,4.462574293
112,7/24/2014 8:56,Closed,Project 585,Mollie Chang,JIT,BioMS,30.01500193,8.940369076
113,7/24/2014 14:28,Closed,Project 586,Mollie Chang,Department Funds,BioMS,10.74017146,4.865067615
114,7/24/2014 14:37,Closed,Project 587,Mollie Chang,Department Funds,BioMS,28.4908077,7.196757983
115,7/24/2014 15:48,Closed,Project 588,Mollie Chang,Department Funds,BioMS,15.74498484,7.099938765
116,7/24/2014 16:38,Closed,Project 589,Mollie Chang,Department Funds,BioMS,14.74760503,7.024863859
117,7/25/2014 10:44,Closed,Project 590,Mollie Chang,Department Funds,BioMS,18.73838712,6.429098577
118,7/25/2014 11:20,Closed,Project 591,Mollie Chang,Department Funds,BioMS,10.14123045,7.387233691
119,7/25/2014 14:08,Resolved,Project 592,Mollie Chang,Department Funds,BioMS,5.800049143,7.132271188
120,7/28/2014 10:22,Closed,Project 593,Mollie Chang,Department Funds,BioMS,15.29746737,6.815866773
121,7/28/2014 12:52,Closed,Project 594,Mollie Chang,Department Funds,BioMS,0.168764466,5.121839275
122,7/28/2014 13:02,Closed,Project 595,Mollie Chang,Department Funds,BioMS,15.99738119,6.416136315
123,7/28/2014 13:54,Resolved,Project 596,Mollie Chang,Department Funds,BioMS,19.16355079,7.0989164
124,7/29/2014 11:12,Closed,Project 597,Mollie Chang,Department Funds,BioMS,15.77413208,7.746904992
125,7/29/2014 11:57,Closed,Project 598,Mollie Chang,Department Funds,BioMS,0.97222364,3.588017781
126,7/29/2014 12:24,Closed,Project 599,Mollie Chang,Department Funds,BioMS,11.74636027,6.39429519
127,7/29/2014 13:08,Closed,Project 600,Mollie Chang,Department Funds,BioMS,29.06835357,8.846206029
128,7/29/2014 13:18,Closed,Project 601,Mollie Chang,Department Funds,BioMS,1.1532972,4.674172147
129,7/29/2014 13:36,Closed,Project 602,Mollie Chang,Department Funds,BioMS,8.40025986,5.815130949
130,7/29/2014 14:40,Closed,Project 603,Mollie Chang,Department Funds,BioMS,5.990258975,5.718100661
131,7/29/2014 16:46,Closed,Project 604,Mollie Chang,Department Funds,BioMS,10.8598837,7.8106782
132,7/30/2014 13:20,Closed,Project 605,Mollie Chang,Department Funds,BioMS,13.81354531,6.867346558
133,7/30/2014 13:38,Resolved,Project 606,Mollie Chang,Department Funds,BioMS,2.734035482,4.996724976
134,7/30/2014 14:16,Closed,Project 607,Mollie Chang,Department Funds,BioMS,5.816811598,4.124294825
135,7/30/2014 15:03,Closed,Project 608,Mollie Chang,Department Funds,BioMS,7.106312113,3.161943396
136,7/30/2014 16:13,Closed,Project 609,Mollie Chang,Department Funds,BioMS,0.69374479,4.559984479
137,7/30/2014 16:36,Closed,Project 610,Mollie Chang,Department Funds,BioMS,7.366212895,7.056949595
138,7/30/2014 16:37,Closed,Project 611,Mollie Chang,Department Funds,BioMS,3.72259219,5.648886887
139,7/30/2014 16:51,Closed,Project 612,Mollie Chang,Department Funds,BioMS,14.94783989,5.364538972
140,7/31/2014 13:08,Closed,Project 613,Mollie Chang,Department Funds,BioMS,7.449207799,7.405543452
141,7/31/2014 14:55,Closed,Project 614,Mollie Chang,Department Funds,BioMS,1.530408925,5.887418722
142,7/31/2014 15:26,Closed,Project 615,Mollie Chang,Department Funds,BioMS,13.07921554,6.89635146
143,8/1/2014 9:01,Closed,Project 616,Mollie Chang,Department Funds,BioMS,15.85500764,7.736553983
144,8/1/2014 14:54,Closed,Project 617,Mollie Chang,Department Funds,BioMS,15.77388897,5.198227112
145,8/4/2014 10:15,Closed,Project 618,Mollie Chang,Department Funds,BioMS,28.79559904,10.06126158
146,8/4/2014 10:34,Closed,Project 619,Mollie Chang,Department Funds,BioMS,17.73429895,8.012782537
147,8/4/2014 10:50,Closed,Project 620,Mollie Chang,Department Funds,BioMS,4.124836803,4.741890302
148,8/4/2014 10:52,Closed,Project 621,Mollie Chang,Department Funds,BioMS,21.06251779,7.39824783
149,8/4/2014 10:55,Closed,Project 622,Mollie Chang,Department Funds,BioMS,21.3221845,7.418177267
150,8/4/2014 11:08,Closed,Project 623,Mollie Chang,Department Funds,BioMS,13.30923233,6.005234302
151,8/4/2014 11:22,Closed,Project 624,Mollie Chang,Department Funds,BioMS,6.585820755,5.431107648
152,8/4/2014 12:52,Closed,Project 625,Mollie Chang,Department Funds,BioMS,15.63529739,6.607529404
153,8/4/2014 14:04,Closed,Project 626,Mollie Chang,Department Funds,BioMS,4.65223146,4.752268994
154,8/4/2014 14:04,Closed,Project 627,Mollie Chang,Department Funds,BioMS,32.53350989,9.440242022
155,8/5/2014 9:10,Closed,Project 628,Mollie Chang,Department Funds,BioMS,14.34639616,6.96134307
156,8/5/2014 11:00,Closed,Project 629,Mollie Chang,Department Funds,BioMS,27.17664518,8.859274068
157,8/5/2014 12:46,Closed,Project 630,Mollie Chang,Department Funds,BioMS,15.65410719,7.368005999
158,8/5/2014 12:48,Closed,Project 631,Mollie Chang,JIT,BioMS,13.86310424,6.600287882
159,8/5/2014 14:33,Closed,Project 632,Mollie Chang,JIT,BioMS,9.697732591,6.903908836
160,8/5/2014 15:38,Closed,Project 633,Mollie Chang,JIT,BioMS,13.04962924,6.771361777
161,8/5/2014 15:56,Closed,Project 634,Mollie Chang,JIT,BioMS,28.45293184,7.195344845
162,8/6/2014 9:00,Closed,Project 635,Mollie Chang,JIT,BioMS,2.495622536,5.609053278
163,8/6/2014 9:33,Closed,Project 636,Mollie Chang,JIT,BioMS,2.025836275,5.337583811
164,8/6/2014 9:39,Closed,Project 637,Mollie Chang,JIT,BioMS,15.18316419,6.182861102
165,8/6/2014 11:24,Closed,Project 638,Mollie Chang,JIT,BioMS,19.90296149,6.537748975
166,8/6/2014 12:16,Closed,Project 639,Mollie Chang,JIT,BioMS,6.944082692,6.554320096
167,8/6/2014 13:22,Closed,Project 640,Mollie Chang,JIT,BioMS,7.566386712,5.328845995
168,8/6/2014 17:28,Closed,Project 641,Mollie Chang,JIT,BioMS,30.26060229,9.109607682
169,8/6/2014 17:28,Closed,Project 642,Mollie Chang,JIT,BioMS,14.5769548,7.30477429
170,8/7/2014 9:20,Closed,Project 643,Mollie Chang,JIT,BioMS,21.1647613,7.992381513
171,8/7/2014 13:43,Closed,Project 644,Mollie Chang,JIT,BioMS,11.71647358,5.845255826
172,8/7/2014 14:16,Closed,Project 645,Mollie Chang,JIT,BioMS,22.63954621,7.33725509
173,8/8/2014 10:45,Closed,Project 646,Mollie Chang,JIT,BioMS,14.62121002,8.19464951
174,8/8/2014 17:03,Closed,Project 647,Mollie Chang,JIT,BioMS,23.67927086,7.300484789
175,8/8/2014 17:06,Closed,Project 648,Mollie Chang,JIT,BioMS,7.826093167,5.383726892
176,8/8/2014 17:09,Closed,Project 649,Mollie Chang,JIT,BioMS,28.43529108,10.08895577
177,8/12/2014 9:15,Closed,Project 650,Mollie Chang,JIT,BioMS,24.65667327,9.975801316
178,8/12/2014 9:18,Closed,Project 651,Mollie Chang,JIT,BioMS,21.65293274,7.112609215
179,8/12/2014 9:28,Closed,Project 652,Mollie Chang,JIT,BioMS,18.93949299,6.638326962
180,8/12/2014 9:28,Closed,Project 653,Mollie Chang,JIT,BioMS,22.20010691,9.542404956
181,8/12/2014 9:28,Closed,Project 654,Mollie Chang,JIT,BioMS,6.771424965,6.426320356
182,8/12/2014 10:17,Closed,Project 655,Mollie Chang,Department Funds,BioMS,26.8484855,7.959877943
183,8/12/2014 13:38,Closed,Project 656,Mollie Chang,Department Funds,BioMS,0.7553713,5.700098943
184,8/12/2014 16:06,Closed,Project 657,Mollie Chang,Department Funds,BioMS,14.01682017,7.523857962
185,8/12/2014 16:08,Closed,Project 658,Mollie Chang,Department Funds,BioMS,10.39221762,6.697056897
186,8/12/2014 16:34,Closed,Project 659,Mollie Chang,Department Funds,BioMS,27.33726998,7.896364385
187,8/12/2014 16:36,Closed,Project 660,Mollie Chang,Department Funds,BioMS,1.759629561,7.014249764
188,8/13/2014 9:58,Closed,Project 661,Mollie Chang,Department Funds,BioMS,21.14237696,8.963722385
189,8/13/2014 12:43,Closed,Project 662,Mollie Chang,Department Funds,BioMS,8.989990837,4.526326154
190,8/13/2014 15:43,Closed,Project 663,Mollie Chang,Department Funds,BioMS,0.816426116,4.93325208
191,8/14/2014 8:58,Closed,Project 664,Mollie Chang,Department Funds,BioMS,16.91521746,6.490700399
192,8/14/2014 9:52,Closed,Project 665,Mollie Chang,Department Funds,BioMS,26.74754306,8.582411047
193,8/14/2014 11:58,Closed,Project 666,Mollie Chang,Department Funds,BioMS,19.88146782,7.396708075
194,8/14/2014 13:44,Closed,Project 667,Mollie Chang,Department Funds,BioMS,21.18878435,8.50197536
195,8/14/2014 14:08,Closed,Project 668,Mollie Chang,Department Funds,BioMS,24.8211128,7.984550536
196,8/14/2014 14:48,Closed,Project 669,Mollie Chang,Department Funds,BioMS,24.99454536,7.282072095
197,8/14/2014 15:52,Closed,Project 670,Mollie Chang,Department Funds,BioMS,12.9401669,5.676117638
198,8/14/2014 16:22,Closed,Project 671,Mollie Chang,Department Funds,BioMS,9.77774182,5.779215559
199,8/15/2014 10:42,Closed,Project 672,Mollie Chang,Department Funds,BioMS,21.48838246,6.97752295
200,8/15/2014 11:16,Closed,Project 673,Mollie Chang,Department Funds,BioMS,12.21531523,6.778230647
201,8/15/2014 15:52,Closed,Project 674,Mollie Chang,Department Funds,BioMS,6.669357042,7.108109889
202,8/18/2014 9:00,Closed,Project 675,Mollie Chang,Department Funds,BioMS,19.6458977,8.211053415
203,8/18/2014 9:42,Closed,Project 676,Mollie Chang,Department Funds,BioMS,17.92088311,9.166353581
204,8/18/2014 9:54,Closed,Project 677,Mollie Chang,Department Funds,BioMS,12.27888879,6.280544154
205,8/18/2014 10:12,Closed,Project 678,Mollie Chang,Department Funds,BioMS,2.917428366,4.062210408
206,8/18/2014 11:14,Closed,Project 679,Mollie Chang,Department Funds,BioMS,17.09273967,7.20679141
207,8/18/2014 11:24,Closed,Project 680,Mollie Chang,Department Funds,BioMS,11.95538159,6.449677971
208,8/18/2014 11:36,Closed,Project 681,Mollie Chang,Department Funds,BioMS,0.641671797,5.964150595
209,8/18/2014 12:18,Closed,Project 682,Mollie Chang,Department Funds,BioMS,24.13962153,6.879147693
210,8/18/2014 12:26,Closed,Project 683,Mollie Chang,Department Funds,BioMS,7.27312344,6.849501708
211,8/18/2014 13:04,Closed,Project 684,Mollie Chang,Department Funds,BioMS,24.47054572,8.493179993
212,8/18/2014 16:16,Closed,Project 685,Mollie Chang,Department Funds,BioMS,26.21027535,6.653947111
213,8/19/2014 15:02,Closed,Project 686,Mollie Chang,Department Funds,BioMS,21.47982816,6.242311838
214,8/19/2014 15:50,Closed,Project 687,Mollie Chang,Department Funds,BioMS,10.97380092,6.917830821
215,8/20/2014 9:28,Closed,Project 688,Mollie Chang,Department Funds,BioMS,24.83074856,5.614066316
216,8/20/2014 10:36,Closed,Project 689,Mollie Chang,Department Funds,BioMS,3.592785592,5.441771647
217,8/20/2014 11:48,Closed,Project 690,Mollie Chang,Department Funds,BioMS,4.287641659,5.785910389
218,8/20/2014 13:24,Closed,Project 691,Mollie Chang,Department Funds,BioMS,14.04677065,7.203693631
219,8/20/2014 14:38,Closed,Project 692,Mollie Chang,Department Funds,BioMS,12.65552738,6.062146902
220,8/20/2014 15:44,Closed,Project 693,Mollie Chang,Department Funds,BioMS,14.90051395,5.753493611
221,8/21/2014 9:46,Closed,Project 694,Mollie Chang,Department Funds,BioMS,10.715387,4.298233211
222,8/21/2014 9:50,Closed,Project 695,Mollie Chang,Department Funds,BioMS,22.83675172,8.213029367
223,8/21/2014 13:48,Closed,Project 696,Mollie Chang,Department Funds,BioMS,28.67062301,11.12458166
224,8/21/2014 15:42,Closed,Project 697,Mollie Chang,Department Funds,BioMS,9.045308473,6.457464647
225,8/21/2014 15:54,Closed,Project 698,Mollie Chang,Department Funds,BioMS,18.85788832,8.267766925
226,8/22/2014 9:58,Closed,Project 699,Mollie Chang,Department Funds,BioMS,17.66840905,5.056785464
227,8/25/2014 16:44,Closed,Project 700,Mollie Chang,Department Funds,BioMS,10.5911538,6.5859726
228,8/25/2014 17:04,Closed,Project 701,Mollie Chang,Department Funds,BioMS,13.66739218,7.765431796
229,8/25/2014 17:04,Closed,Project 702,Mollie Chang,Department Funds,BioMS,3.603001543,5.457003435
230,8/26/2014 8:56,Closed,Project 703,Mollie Chang,Department Funds,BioMS,18.09022678,6.848153231
231,8/26/2014 12:15,Closed,Project 704,Mollie Chang,Department Funds,BioMS,19.78759935,8.343627333
232,8/26/2014 13:57,Closed,Project 705,Mollie Chang,Department Funds,BioMS,8.282649573,5.482239689
233,8/26/2014 14:09,Closed,Project 706,Mollie Chang,JIT,BioMS,21.12407408,8.867748525
234,8/26/2014 16:17,Closed,Project 707,Mollie Chang,JIT,BioMS,23.1618924,7.309981357
235,8/27/2014 9:04,Closed,Project 708,Mollie Chang,JIT,BioMS,19.24490592,8.115729212
236,8/27/2014 10:14,Closed,Project 709,Mollie Chang,JIT,BioMS,4.48205777,4.649519107
237,8/27/2014 10:19,Closed,Project 710,Mollie Chang,JIT,BioMS,20.77432369,9.056689335
238,8/27/2014 11:53,Closed,Project 711,Mollie Chang,JIT,BioMS,4.933130196,6.552091091
239,8/27/2014 15:20,Closed,Project 712,Mollie Chang,JIT,BioMS,15.99476077,4.826796851
240,8/27/2014 16:19,Closed,Project 713,Mollie Chang,JIT,BioMS,27.44272254,9.621037985
241,8/27/2014 16:44,Closed,Project 714,Mollie Chang,JIT,BioMS,15.74610265,6.665347751
242,8/28/2014 9:24,Closed,Project 715,Mollie Chang,JIT,BioMS,37.04250187,9.307852433
243,8/28/2014 11:12,Closed,Project 716,Mollie Chang,JIT,BioMS,23.29663033,7.559258893
244,8/28/2014 15:05,Closed,Project 717,Mollie Chang,JIT,BioMS,7.824182034,5.535377585
245,8/29/2014 10:03,Resolved,Project 718,Mollie Chang,JIT,BioMS,10.67575818,7.624708217
246,8/29/2014 10:58,Closed,Project 719,Mollie Chang,JIT,BioMS,21.46192124,6.142284972
247,8/29/2014 13:20,Closed,Project 720,Mollie Chang,JIT,BioMS,25.01503033,8.751628402
248,9/2/2014 9:32,Closed,Project 721,Mollie Chang,JIT,BioMS,18.00238022,6.308013932
249,9/2/2014 9:40,Closed,Project 722,Mollie Chang,JIT,BioMS,38.8557828,8.830778391
250,9/2/2014 12:10,Closed,Project 723,Mollie Chang,JIT,BioMS,6.718342289,6.499234901
251,9/2/2014 12:20,Closed,Project 724,Mollie Chang,JIT,BioMS,0.947525919,3.408340247
252,9/2/2014 14:22,Closed,Project 725,Mollie Chang,JIT,BioMS,2.16975478,4.122923838
253,9/2/2014 15:04,Closed,Project 726,Mollie Chang,JIT,BioMS,1.186238871,4.74157063
254,9/3/2014 8:50,Closed,Project 727,Mollie Chang,JIT,BioMS,21.67094288,7.733266503
255,9/3/2014 12:30,Closed,Project 728,Mollie Chang,JIT,BioMS,17.88997379,6.804621966
256,9/3/2014 12:40,Closed,Project 729,Mollie Chang,JIT,BioMS,14.53720799,7.388193673
257,9/3/2014 12:46,Closed,Project 730,Mollie Chang,Department Funds,BioMS,32.16603959,9.377678915
258,9/3/2014 13:46,Closed,Project 731,Mollie Chang,Department Funds,BioMS,19.28518679,8.65881387
259,9/3/2014 13:54,Closed,Project 732,Mollie Chang,Department Funds,BioMS,24.81569562,8.021470398
260,9/3/2014 13:59,Closed,Project 733,Mollie Chang,Department Funds,BioMS,1.498498096,6.764094191
261,9/3/2014 16:56,Closed,Project 734,Mollie Chang,Department Funds,BioMS,1.162226115,6.418034048
262,9/3/2014 16:58,Closed,Project 735,Mollie Chang,Department Funds,BioMS,30.81279513,8.436257324
263,9/4/2014 9:22,Closed,Project 736,Mollie Chang,Department Funds,BioMS,17.17612567,6.553659697
264,9/4/2014 9:28,Closed,Project 737,Mollie Chang,Department Funds,BioMS,9.779669158,6.885996809
265,9/4/2014 13:06,Closed,Project 738,Mollie Chang,Department Funds,BioMS,27.65420874,7.664434308
266,9/4/2014 16:14,Closed,Project 739,Mollie Chang,Department Funds,BioMS,32.50794155,8.944475062
267,9/5/2014 10:56,Closed,Project 740,Mollie Chang,Department Funds,BioMS,28.8818959,7.914822758
